classification,name,count
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Hainesia,Hainesi,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae,Leotiomycetida,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales,Erysiphale,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae,Erysiphacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Erysiphe,Erysiph,53
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Microsphaera,Microsphaer,14
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Oidium,Oidiu,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Phyllactinia,Phyllactini,6
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Podosphaera,Podosphaer,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Uncinula,Uncinul,13
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Uncinula|Uncinula salicis,Uncinula salici,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales,Helotiale,3
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Ascocorticiaceae,Ascocorticiacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Ascocorticiaceae|Ascocorticium,Ascocorticiu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Catinula,Catinul,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Chloroscypha,Chloroscyph,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Cylindrosporium,Cylindrosporiu,11
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae,Dermateacea,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Belonium,Beloniu,3
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Chlorosplenium,Chlorospleniu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Gloeosporium,Gloeosporiu,13
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Marssonia,Marssoni,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Marssonia|Marssonia potentillae,Marssonia potentilla,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Marssonina,Marssonin,7
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Mollisia,Mollisi,8
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Pseudopeziza,Pseudopeziz,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Tapesia,Tapesi,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Tapesia|Tapesia melaleucoides,Tapesia melaleucoide,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Dermateaceae|Trichobelonium,Trichobeloniu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Geoglossaceae,Geoglossacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Geoglossaceae|Geoglossum,Geoglossu,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Geoglossaceae|Trichoglossum,Trichoglossu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae,Helotiacea,13
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Belonioscypha,Belonioscyph,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Bothrodiscus,Bothrodiscu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Chlorociboria,Chlorocibori,11
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Clithris,Clithri,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Coryne,Coryn,8
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Coryne|Coryne sarcoides,Coryne sarcoide,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Godronia,Godroni,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Heteropatella,Heteropatell,4
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Patellea,Patelle,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Pseudodiscosia,Pseudodiscosi,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Scelobelonium,Scelobeloniu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Stamnaria,Stamnari,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Helotiaceae|Tympanis,Tympani,4
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hemiphacidiaceae,Hemiphacidiacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hemiphacidiaceae|Helotiaceae,Helotiacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hemiphacidiaceae|Helotiaceae|Mitrula,Mitrul,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae,Hyaloscyphacea,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Calycina,Calycin,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Hyaloscypha,Hyaloscyph,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Lachnellula,Lachnellul,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Lachnum,Lachnu,9
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Velutaria,Velutari,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Lachnaceae,Lachnacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Lachnaceae|Hyaloscyphaceae,Hyaloscyphacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Lachnaceae|Hyaloscyphaceae|Dasyscypha,Dasyscyph,4
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Lachnaceae|Hyaloscyphaceae|Dasyscyphus,Dasyscyphu,19
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Patinella,Patinell,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Phacidiaceae,Phacidiacea,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Phacidiaceae|Phacidium,Phacidiu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Rhynchosporium,Rhynchosporiu,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae,Sclerotiniacea,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Epochnium,Epochniu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Haplaria,Haplari,3
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Monilia,Monili,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Phytophthora,Phytophthor,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Plasmopara,Plasmopar,4
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Sclerotiniaceae|Sclerotinia,Sclerotini,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Vibrisseaceae,Vibrisseacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Vibrisseaceae|Vibrissea,Vibrisse,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales,Leotiale,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales|Bulgariaceae,Bulgariacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales|Bulgariaceae|Bulgaria,Bulgari,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales|Bulgariaceae|Phaeobulgaria,Phaeobulgari,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales|Leotiaceae,Leotiacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Leotiales|Leotiaceae|Leotia,Leoti,3
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales,Rhytismatale,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Ascodichaenaceae,Ascodichaenacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Ascodichaenaceae|Ascodichaena,Ascodichaen,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Cudoniaceae,Cudoniacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Cudoniaceae|Spathularia,Spathulari,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae,Rhytismatacea,0
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Aporia,Apori,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Bifusella,Bifusell,5
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Coccomyces,Coccomyce,4
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Hypoderma,Hypoderm,6
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Lophodermellina,Lophodermellin,2
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Lophodermina,Lophodermin,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Lophodermium,Lophodermiu,9
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Lophodermium|Lophodermium arundinaceum,Lophodermium arundinaceu,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Melasmia,Melasmi,1
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Propolis,Propoli,3
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Rhytisma,Rhytism,10
Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Plagiorhabdus,Plagiorhabdu,1
Fungi|Ascomycota|Pezizomycotina|Leptostromella,Leptostromell,1
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes,Lichinomycete,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes,Lecanoromycete,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae,Lichinomycetida,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae,Lecanoromycetida,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae|Lichinales,Lichinale,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae|Lichinales|Lecanorales,Lecanorale,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae|Lichinales|Lecanorales|Heppiaceae,Heppiacea,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae|Lichinales|Lecanorales|Heppiaceae|Lichinaceae,Lichinacea,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lecanoromycetes|Lichinomycetidae|Lecanoromycetidae|Lichinales|Lecanorales|Heppiaceae|Lichinaceae|Guepinia,Guepini,26
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lichinomycetidae,Lichinomycetida,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lichinomycetidae|Lichinales,Lichinale,0
Fungi|Ascomycota|Pezizomycotina|Lichinomycetes|Lichinomycetidae|Lichinales|Lichinaceae,Lichinacea,3
Fungi|Ascomycota|Pezizomycotina|Mastigosporium,Mastigosporiu,1
Fungi|Ascomycota|Pezizomycotina|Naemosphaera,Naemosphaer,6
Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes,Orbiliomycete,0
Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes|Orbiliomycetidae,Orbiliomycetida,0
Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes|Orbiliomycetidae|Orbiliales,Orbiliale,0
Fungi|Ascomycota|Pezizomycotina|Orbiliomycetes|Orbiliomycetidae|Orbiliales|Orbiliaceae,Orbiliacea,3
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes,Pezizomycete,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae,Pezizomycetida,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales,Pezizale,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Ascobolaceae,Ascobolacea,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Ascobolaceae|Ascobolus,Ascobolu,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Ascobolaceae|Ascophanus,Ascophanu,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Discinaceae,Discinacea,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Discinaceae|Discina,Discin,5
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Discinaceae|Gyromitra,Gyromitr,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Helvellaceae,Helvellacea,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Helvellaceae|Barssia,Barssi,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Helvellaceae|Elvela,Elvel,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Helvellaceae|Helvella,Helvell,23
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Helvellaceae|Paxina,Paxin,15
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Morchellaceae,Morchellacea,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Morchellaceae|Morchella,Morchell,15
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Morchellaceae|Verpa,Verp,3
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pezizaceae,Pezizacea,5
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pezizaceae|Aleuria,Aleuri,3
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pezizaceae|Sarcosphaera,Sarcosphaer,6
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae,Pyronematacea,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Geopyxis,Geopyxi,3
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Humaria,Humari,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Humarina,Humarin,6
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Melastiza,Melastiz,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Otidea,Otide,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Patella,Patell,15
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Psilopezia,Psilopezi,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Pyronema,Pyronem,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pyronemataceae|Sepultaria,Sepultari,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcoscyphaceae,Sarcoscyphacea,0
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcoscyphaceae|Pithya,Pithy,3
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcoscyphaceae|Sarcoscypha,Sarcoscyph,2
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcosomataceae,Sarcosomatacea,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcosomataceae|Plectania,Plectani,10
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcosomataceae|Pseudoplectania,Pseudoplectani,12
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcosomataceae|Streptothrix,Streptothri,1
Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Sarcosomataceae|Urnula,Urnul,17
Fungi|Ascomycota|Pezizomycotina|Phialea,Phiale,2
Fungi|Ascomycota|Pezizomycotina|Rhinotrichum,Rhinotrichu,4
Fungi|Ascomycota|Pezizomycotina|Sartorya,Sartory,1
Fungi|Ascomycota|Pezizomycotina|Septogloeum,Septogloeu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes,Sordariomycete,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes,Dothideomycete,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae,Dothideomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae|Dothideales,Dothideale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae|Dothideales|Phyllachorales,Phyllachorale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae|Dothideales|Phyllachorales|Dothideaceae,Dothideacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae|Dothideales|Phyllachorales|Dothideaceae|Phyllachoraceae,Phyllachoracea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Dothideomycetidae|Dothideales|Phyllachorales|Dothideaceae|Phyllachoraceae|Phyllachora,Phyllachor,23
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae,Sordariomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae,Dothideomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae|Dothideales,Dothideale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae|Dothideales|Diaporthales,Diaporthale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae|Dothideales|Diaporthales|Melogrammataceae,Melogrammatacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae|Dothideales|Diaporthales|Melogrammataceae|Dothioraceae,Dothioracea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Sordariomycetidae|Dothideomycetidae|Dothideales|Diaporthales|Melogrammataceae|Dothioraceae|Dothiora,Dothior,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae,Hypocreomycetida,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales,Coronophorale,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales|Bertiaceae,Bertiacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales|Bertiaceae|Bertia,Berti,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales|Nitschkiaceae,Nitschkiacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales|Nitschkiaceae|Acanthonitschkea,Acanthonitschke,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Coronophorales|Nitschkiaceae|Fracchiaea,Fracchiae,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales,Hypocreale,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Bionectriaceae,Bionectriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Bionectriaceae|Dendrodochium,Dendrodochiu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Cephalothecium,Cephalotheciu,4
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae,Clavicipitacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae|Balansia,Balansi,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae|Claviceps,Clavicep,11
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae|EpichloÅE,Epichlo,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Clavicipitaceae|Hypocrella,Hypocrell,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Cordycipitaceae,Cordycipitacea,3
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Cordycipitaceae|Ceratiomyxa,Ceratiomyx,14
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Cordycipitaceae|Cordyceps,Cordycep,3
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Cordycipitaceae|Isaria,Isari,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Gliomastix,Gliomasti,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae,Hypocreacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Diplocladium,Diplocladiu,3
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Hypocrea,Hypocre,30
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Hypomyces,Hypomyce,9
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Peckiella,Peckiell,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Sepedonium,Sepedoniu,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Memnoniella,Memnoniell,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Myrothecium,Myrotheciu,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae,Nectriacea,0
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Chilonectria,Chilonectri,1
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Fusarium,Fusariu,2
Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Nectriaceae|Fusidium,Fusidiu,2
